Chinese (Simpl.),Pinyin,English
折,zhé,to fold; to break; discount (打折); (shé) to snap
折磨,zhémó,to torment; to torture
折腾,zhēteng,to toss about; to do sth over and over; to torment sb
着迷,zháomí,to be fascinated; to be captivated
着手,zhuóshǒu,to put one's hand to it; to start out on a task; to set out
着想,zhuóxiǎng,to give thought (to others); to consider (other people's needs)
着重,zhuózhòng,to put emphasis on; to stress
著作,zhùzuò,(written) work; book; writings
侦探,zhēntàn,detective; to do detective work
珍贵,zhēnguì,precious
珍稀,zhēnxī,rare; precious and uncommon
珍珠,zhēnzhū,pearl
真相,zhēnxiàng,the truth about sth; the actual facts
真挚,zhēnzhì,sincere; sincerity
斟酌,zhēnzhuó,to consider; to deliberate; to fill up a cup to the brim
阵地,zhèndì,(military) position; front
阵容,zhènróng,troop arrangement; battle formation; lineup (of a sports team etc)
振奋,zhènfèn,to stir oneself up; to raise one's spirits; to inspire
振兴,zhènxīng,to revitalize; to revive; to invigorate
镇定,zhèndìng,calm; unperturbed; cool
镇静,zhènjìng,calm; cool
镇压,zhènyā,suppression; repression; to suppress; to put down
震惊,zhènjīng,to shock; to astonish
争端,zhēngduān,dispute; controversy; conflict
争夺,zhēngduó,to fight over; to contest; to vie over
争气,zhēngqì,to work hard for sth; to resolve on improvement; determined not to fall short
争先恐后,zhēngxiānkǒnghòu,striving to be first and fearing to be last (idiom); outdoing one another
争议,zhēngyì,controversy; dispute; to dispute
征服,zhēngfú,to conquer; to subdue; to vanquish
征收,zhēngshōu,to levy (a tax); to expropriate
挣扎,zhēngzhá,to struggle
蒸发,zhēngfā,to evaporate; evaporation
整顿,zhěngdùn,to tidy up; to reorganize; to consolidate; to rectify
正当,zhèngdāng,timely; just (when needed); honest; reasonable
正负,zhèngfù,positive and negative
正规,zhèngguī,regular; according to standards
正经,zhèngjīng,decent; honorable; proper; serious
正气,zhèngqì,healthy atmosphere; moral spirit; unyielding integrity; probity
正义,zhèngyì,justice; righteousness; just; righteous
正月,Zhēngyuè,first month of the lunar year
证实,zhèngshí,to confirm (sth to be true); to verify
证书,zhèngshū,credentials; certificate
郑重,zhèngzhòng,serious; solemn; earnest; conscientious
政权,zhèngquán,regime; political power
症状,zhèngzhuàng,symptom (of an illness)
支撑,zhīchēng,to prop up; to support; strut; brace
支出,zhīchū,to spend; to pay out; expenses; expenditure
支流,zhīliú,tributary (river)
支配,zhīpèi,to control; to dominate; to allocate
支援,zhīyuán,to provide assistance; to support; to back
支柱,zhīzhù,mainstay; pillar; prop; backbone
枝,zhī,branch; classifier for sticks; rods; pencils etc
知觉,zhījué,perception; consciousness
知足常乐,zhīzúchánglè,satisfied with what one has (idiom)
脂肪,zhīfáng,fat (in the body in a plant or in food)
直播,zhíbō,to broadcast live; live broadcast; to livestream
值班,zhíbān,to work a shift; on duty
职能,zhínéng,function; role
职位,zhíwèi,position; post; job
职务,zhíwù,post; position; job; duties
殖民地,zhímíndì,colony
指标,zhǐbiāo,(production) target; quota; index; indicator
指定,zhǐdìng,to appoint; to assign; to indicate clearly and with certainty; designated
指甲,zhǐjia,fingernail
指令,zhǐlìng,order; command; instruction
指南针,zhǐnánzhēn,compass
指示,zhǐshì,to point out; to indicate; to instruct; directives
指望,zhǐwàng,to count on; to hope for; prospect; hope
指责,zhǐzé,to criticize; to find fault with; to denounce
志气,zhìqì,ambition; resolve; backbone; drive
制裁,zhìcái,to punish; punishment; sanctions (incl. economic)
制订,zhìdìng,to work out; to formulate
制服,zhìfú,uniform; to subdue; to bring under control
制约,zhìyuē,to restrict; condition
制止,zhìzhǐ,to curb; to put a stop to; to stop; to check
治安,zhìān,law and order; public security
治理,zhìlǐ,to govern; to administer; to manage; to control
致辞,zhìcí,to make a speech; to deliver an address
致力于,zhìlìyú,Dedicate
致使,zhìshǐ,to cause; to result in
智力,zhìlì,intelligence; intellect
智能,zhìnéng,intelligent; able; smart (phone system bomb etc)
智商,zhìshāng,IQ (intelligence quotient)
滞留,zhìliú,to be stranded; to be held up; to linger
中断,zhōngduàn,to cut short; to break off; to discontinue; to interrupt
中立,zhōnglì,neutral; neutrality
中央,zhōngyāng,central; middle; center; central authorities (of a state)
忠诚,zhōngchéng,devoted; loyal; fidelity; loyalty
忠实,zhōngshí,faithful
终点,zhōngdiǎn,the end; end point; finishing line (in a race); destination
终究,zhōngjiū,in the end; after all is said and done
终年,zhōngnián,entire year; throughout the year; age at death
终身,zhōngshēn,lifelong; all one's life; marriage
终止,zhōngzhǐ,to stop; to terminate
衷心,zhōngxīn,heartfelt; wholehearted; cordial
肿瘤,zhǒngliú,tumor
种子,zhǒngzi,seed
种族,zhǒngzú,race; ethnicity
众所周知,zhòngsuǒzhōuzhī,as everyone knows (idiom); see 众所周知
重叠,chóngdié,to overlap; to superimpose; to telescope; to run together
重心,zhòngxīn,center of gravity; central core; main part
重阳节,Chóngyángjié,Double Ninth or Yang Festival; 9th day of 9th lunar month
州,zhōu,prefecture; (old) province; (old) administrative division; state (e.g. of US)
舟,zhōu,boat
周边,zhōubiān,periphery; rim; surroundings; all around
周密,zhōumì,careful; thorough; meticulous; dense
周年,zhōunián,anniversary; annual
周期,zhōuqī,period; cycle
周折,zhōuzhé,twists and turns; vicissitude; complication; difficulty
周转,zhōuzhuǎn,to rotate; to circulate (cash stock etc); turnover; circulation
粥,zhōu,congee; gruel; porridge
昼夜,zhòuyè,day and night; period of 24 hours; continuously; without stop
皱纹,zhòuwén,wrinkle
株,zhū,tree trunk; stump (tree root); a plant; classifier for trees or plants
诸位,zhūwèi,(pron) everyone; Ladies and Gentlemen; Sirs
逐年,zhúnián,year after year; with each passing year; over the years
主办,zhǔbàn,to organize; to host (a conference or sports event)
主导,zhǔdǎo,leading; dominant; prevailing; to lead
主管,zhǔguǎn,in charge; responsible for; person in charge; manager
主流,zhǔliú,mainstream; main stream (of a river)
主权,zhǔquán,sovereignty
主题,zhǔtí,theme; subject
拄,zhǔ,to lean on; to prop on
住宅,zhùzhái,residence; dwelling; abode
助理,zhùlǐ,assistant
助手,zhùshǒu,assistant; helper
注射,zhùshè,injection; to inject
注视,zhùshì,to look attentively at; to closely watch; to gaze at
注释,zhùshì,to annotate; to add a comment; explanatory note; annotation
注重,zhùzhòng,to pay attention to; to emphasize
驻扎,zhùzhā,to station; to garrison (troops)
铸造,zhùzào,to cast (pour metal into a mold)
拽,zhuài,to drag; to pull; to haul
专程,zhuānchéng,specifically; specially (for that purpose)
专科,zhuānkē,specialized subject; branch (of medicine); specialized training school
专利,zhuānlì,patent; sth uniquely enjoyed (or possessed etc) by a certain group of people; monopoly
专题,zhuāntí,special topic; specific subject
专长,zhuāncháng,specialty; special knowledge or ability
砖瓦,zhuānwǎ,tiles and bricks
转达,zhuǎndá,to pass on; to convey; to communicate
转让,zhuǎnràng,to transfer (ownership rights etc)
转移,zhuǎnyí,to shift; to relocate; to transfer; (fig.) to shift (attention)
转折,zhuǎnzhé,shift in the trend of events; turnaround; plot shift in a book; turn in the conversation
庄严,zhuāngyán,solemn; dignified; stately
庄重,zhuāngzhòng,grave; solemn; dignified
装备,zhuāngbèi,equipment; to equip; to outfit
装卸,zhuāngxiè,to load or unload; to transfer; to assemble and disassemble
壮观,zhuàngguān,spectacular; magnificent sight
壮丽,zhuànglì,magnificence; magnificent; majestic; glorious
壮烈,zhuàngliè,brave; heroic
追悼,zhuīdào,to mourn; to pay last respects
追究,zhuījiū,to investigate; to look into
准则,zhǔnzé,norm; standard; criterion
卓越,zhuóyuè,outstanding; surpassing; distinguished; splendid
姿态,zītài,attitude; posture; stance
资本,zīběn,capital (economics)
资产,zīchǎn,property; assets
资深,zīshēn,veteran (journalist etc); senior; highly experienced
资助,zīzhù,to subsidize; to provide financial aid; subsidy
滋味,zīwèi,taste; flavor; feeling
滋长,zīzhǎng,to grow (usually of abstract things); to yield; to develop
字母,zìmǔ,letter (of the alphabet)
自卑,zìbēi,to have low self-esteem; to abase oneself
自发,zìfā,spontaneous
自力更生,zìlìgēngshēng,regeneration through one's own effort (idiom); self-reliance
自满,zìmǎn,complacent; self-satisfied
自主,zìzhǔ,independent; to act for oneself; autonomous
子弹,zǐdàn,bullet
宗旨,zōngzhǐ,objective; aim; goal
棕色,zōngsè,brown
踪迹,zōngjì,tracks; trail; footprint; trace
总而言之,zǒngéryánzhī,in short; in a word; in brief
总和,zǒnghé,sum
纵横,zònghéng,vertically and horizontally; criss-crossed; length and breadth
走廊,zǒuláng,corridor; aisle; hallway; passageway
走漏,zǒulòu,to leak (information); to divulge
走私,zǒusī,to smuggle; to have an illicit affair
揍,zòu,to hit; to beat (sb); (coll.) to smash (sth)
租赁,zūlìn,to rent; to lease; to hire
足以,zúyǐ,sufficient to...; so much so that; so that
阻碍,zǔài,to obstruct; to hinder; to block; obstruction
阻拦,zǔlán,to stop; to obstruct
阻挠,zǔnáo,to thwart; to obstruct (sth)
组,zǔ,to form; to organize; group; team
祖父,zǔfù,father's father; paternal grandfather
钻石,zuànshí,diamond
钻研,zuānyán,to study meticulously; to delve into
嘴唇,zuǐchún,lip
尊严,zūnyán,dignity; sanctity; honor; majesty
遵循,zūnxún,to follow; to abide by; to comply with
琢磨,zhuómó,to carve and polish (jade); (ponder sense read zuómo)
左右,zuǒyòu,left and right; nearby; approximately; attendant
作弊,zuòbì,to practice fraud; to cheat; to engage in corrupt practices
作废,zuòfèi,to become invalid; to cancel; to delete; to nullify
作风,zuòfēng,style; style of work; way
作息,zuòxī,to work and rest
座右铭,zuòyòumíng,motto; maxim
做东,zuòdōng,to act as host
做主,zuòzhǔ,see 主
